title,text,stars,publishedAtDate,likesCount,platform,tokens,text_preprocessed,sentimen,prediksi_sentimen
Museum Tsunami Aceh,gara berita tsunami aceh yg dulu muncul lagi di beranda semalem mimpi kena tsunami visualnya juelassss bangetttt warnanya dll sambil teriak waduhh mati ini maaa paa aku liat ke arah atas posisiku paling bawah atasnya papa atasnya lagi mama astaghfirullah yaallah bismillah bilang bismillah karena takut gimana rasanya kelelep dan di dalem mimpi ngerasa kayak yaampun sia aku hidup ujungnya matii akhirat lebih penting daripada dunia,,09/08/2025 06:11,2,TikTok,"['gara', 'berita', 'tsunami', 'aceh', 'yg', 'dulu', 'muncul', 'beranda', 'semalem', 'mimpi', 'kena', 'tsunami', 'visual', 'juelassss', 'bangetttt', 'warna', 'teriak', 'waduhh', 'mati', 'maaa', 'paa', 'aku', 'liat', 'arah', 'atas', 'posisi', 'paling', 'bawah', 'atas', 'papa', 'atas', 'mama', 'astaghfirullah', 'yaallah', 'bismillah', 'bilang', 'bismillah', 'takut', 'gimana', 'rasa', 'lelep', 'dalem', 'mimpi', 'ngerasa', 'kayak', 'yaampun', 'sia', 'aku', 'hidup', 'ujung', 'mati', 'akhirat', 'lebih', 'penting', 'dunia']",gara berita tsunami aceh yg dulu muncul beranda semalem mimpi kena tsunami visual juelassss bangetttt warna teriak waduhh mati maaa paa aku liat arah atas posisi paling bawah atas papa atas mama astaghfirullah yaallah bismillah bilang bismillah takut gimana rasa lelep dalem mimpi ngerasa kayak yaampun sia aku hidup ujung mati akhirat lebih penting dunia,,Positif
Museum Tsunami Aceh,gw bikin infografis buat tugas semester juli tahun lalu tentang mitigasi gempa dan tsunami sampe hari ini masih terpajang di kamar dengan terdapat kalimat bila gempa berpotensi tszunami iya tzsunami,,14/06/2025 15:34,5,TikTok,"['gw', 'bikin', 'infografis', 'buat', 'tugas', 'semester', 'juli', 'tahun', 'lalu', 'mitigasi', 'gempa', 'tsunami', 'sampe', 'hari', 'pajang', 'kamar', 'dapat', 'kalimat', 'bila', 'gempa', 'potensi', 'tszunami', 'iya', 'tzsunami']",gw bikin infografis buat tugas semester juli tahun lalu mitigasi gempa tsunami sampe hari pajang kamar dapat kalimat bila gempa potensi tszunami iya tzsunami,,Positif
Museum Tsunami Aceh,kangen aceh tmpt kelahiran aku pengen ke museum itu lagi kangennn bngettt udh sudah thun ga ke aceh,,02/08/2025 18:36,0,TikTok,"['kangen', 'aceh', 'tmpt', 'lahir', 'aku', 'ken', 'museum', 'kangennn', 'bngettt', 'udh', 'thun', 'ga', 'aceh']",kangen aceh tmpt lahir aku ken museum kangennn bngettt udh thun ga aceh,,Positif
Museum Tsunami Aceh,di nomor ada masjid aceh utuh,,11/08/2025 16:35,0,TikTok,"['nomor', 'masjid', 'aceh', 'utuh']",nomor masjid aceh utuh,,Positif
Museum Tsunami Aceh,izin share,,04/08/2025 08:53,0,TikTok,"['izin', 'share']",izin share,,Positif
Museum Tsunami Aceh,aku thn kena ombak tsunami,,04/08/2025 00:29,0,TikTok,"['aku', 'thn', 'kena', 'ombak', 'tsunami']",aku thn kena ombak tsunami,,Positif
Museum Tsunami Aceh,kakak nya ayahku pernah ngalamin tsunami ini alhamdulillah kakak nya ayahku selamat semua keluarga nya,,18/08/2025 13:37,0,TikTok,"['kakak', 'nya', 'ayah', 'pernah', 'ngalamin', 'tsunami', 'alhamdulillah', 'kakak', 'nya', 'ayah', 'selamat', 'semua', 'keluarga', 'nya']",kakak nya ayah pernah ngalamin tsunami alhamdulillah kakak nya ayah selamat semua keluarga nya,,Positif
Museum Tsunami Aceh,ada namaku liza ngga kebayang sebanyak itu jasad yang sudah terendam,,13/09/2025 13:27,0,TikTok,"['nama', 'liza', 'ngga', 'bayang', 'banyak', 'jasad', 'rendam']",nama liza ngga bayang banyak jasad rendam,,Positif
Museum Tsunami Aceh,salpok ama foto ke ada nama agusyanto,,10/04/2026 15:50,0,TikTok,"['salpok', 'ama', 'foto', 'nama', 'agusyanto']",salpok ama foto nama agusyanto,,Positif
Museum Tsunami Aceh,tgl kejadian nya mirip pas aku lahir,,24/07/2025 10:29,0,TikTok,"['tgl', 'jadi', 'nya', 'mirip', 'pas', 'aku', 'lahir']",tgl jadi nya mirip pas aku lahir,,Positif
Museum Tsunami Aceh,tsunami kak bkn stunami,,21/08/2025 23:20,0,TikTok,"['tsunami', 'kak', 'bkn', 'stunami']",tsunami kak bkn stunami,,Positif
Museum Tsunami Aceh,plis kangen kakek,,31/07/2025 09:34,0,TikTok,"['plis', 'kangen', 'kakek']",plis kangen kakek,,Positif
Museum Tsunami Aceh,kangen banget sama om aku dan sepupu akuu,,02/08/2025 13:21,0,TikTok,"['kangen', 'banget', 'sama', 'om', 'aku', 'sepupu', 'akuu']",kangen banget sama om aku sepupu akuu,,Positif
Museum Tsunami Aceh,emang se kangen itu sampe mengingat kembali,,07/08/2025 20:20,1,TikTok,"['emang', 'se', 'kangen', 'sampe', 'ingat']",emang se kangen sampe ingat,,Positif
Museum Tsunami Aceh,aku juga udh kesana sedih ketika aku membaca kisah nya,,22/08/2025 17:00,0,TikTok,"['aku', 'udh', 'kesana', 'sedih', 'aku', 'baca', 'kisah', 'nya']",aku udh kesana sedih aku baca kisah nya,,Positif
Museum Tsunami Aceh,kalau balik aceh jangan lupe agak farhan ke setu,,20/07/2025 10:59,0,TikTok,"['kalau', 'balik', 'aceh', 'jangan', 'lupe', 'farhan', 'setu']",kalau balik aceh jangan lupe farhan setu,,Positif
Museum Tsunami Aceh,bukan stunami tapi tsunami,,09/08/2025 07:48,1,TikTok,"['bukan', 'stunami', 'tsunami']",bukan stunami tsunami,,Positif
Museum Tsunami Aceh,dan netizen indonesia bilang malaysia gak pernah ngebantu mereka,,22/08/2025 12:41,0,TikTok,"['netizen', 'indonesia', 'bilang', 'malaysia', 'gak', 'pernah', 'ngebantu']",netizen indonesia bilang malaysia gak pernah ngebantu,,Positif
Museum Tsunami Aceh,tsunami kak bukan stunami,,07/08/2025 07:51,0,TikTok,"['tsunami', 'kak', 'bukan', 'stunami']",tsunami kak bukan stunami,,Positif
Museum PLTD Apung,dan kata warga aceh dibawah kapal itu masih banyak jenzh yg masih blm di evakuasi,,27/12/2024 18:17,333,TikTok,"['kata', 'warga', 'aceh', 'bawah', 'kapal', 'banyak', 'jenzh', 'yg', 'blm', 'evakuasi']",kata warga aceh bawah kapal banyak jenzh yg blm evakuasi,,Positif
Museum PLTD Apung,kapal seberat dan sebesar itu bisa keseret ombak sunami tp rumah cut putri tetap berdiri kokoh sehingga dia bisa merekam bencana dahsyat itu sungguh luar biasa,,28/12/2024 20:39,214,TikTok,"['kapal', 'berat', 'besar', 'seret', 'ombak', 'sunam', 'tp', 'rumah', 'cut', 'putri', 'tetap', 'diri', 'kokoh', 'rekam', 'bencana', 'dahsyat', 'sungguh', 'luar', 'biasa']",kapal berat besar seret ombak sunam tp rumah cut putri tetap diri kokoh rekam bencana dahsyat sungguh luar biasa,,Positif
Museum PLTD Apung,aku pernah ke sana sering kata warga aceh dibawah kapal itu masih banyak jenzh,,13/01/2026 20:59,0,TikTok,"['aku', 'pernah', 'sana', 'sering', 'kata', 'warga', 'aceh', 'bawah', 'kapal', 'banyak', 'jenzh']",aku pernah sana sering kata warga aceh bawah kapal banyak jenzh,,Positif
Museum PLTD Apung,berarti paska stunami aliran listrik di banda aceh sempat berhenti ber hari ya,,27/12/2024 17:56,37,TikTok,"['arti', 'paska', 'stunami', 'alir', 'listrik', 'banda', 'aceh', 'sempat', 'henti', 'ber', 'hari']",arti paska stunami alir listrik banda aceh sempat henti ber hari,,Positif
Museum PLTD Apung,mgkin saja org yg sebagian hilang ada di bawah kapal apung ini,,27/12/2024 19:47,95,TikTok,"['mgkin', 'org', 'yg', 'bagi', 'hilang', 'bawah', 'kapal', 'apung']",mgkin org yg bagi hilang bawah kapal apung,,Positif
Museum PLTD Apung,takutnya msh ada korban yg ad di bwh kapal tsb,,27/12/2024 23:33,30,TikTok,"['takut', 'msh', 'korban', 'yg', 'ad', 'bwh', 'kapal', 'tsb']",takut msh korban yg ad bwh kapal tsb,,Positif
Museum PLTD Apung,udah pernah masuk,,03/05/2026 17:18,0,TikTok,"['udah', 'pernah', 'masuk']",udah pernah masuk,,Positif
Museum PLTD Apung,udh pernah naik ke kapal itu thn lalu dan agak merinding dikit pas d sana,,27/12/2024 17:05,2,TikTok,"['udh', 'pernah', 'naik', 'kapal', 'thn', 'lalu', 'merinding', 'dikit', 'pas', 'd', 'sana']",udh pernah naik kapal thn lalu merinding dikit pas d sana,,Positif
Museum PLTD Apung,merinding naek ke kapal ini,,27/12/2024 19:53,16,TikTok,"['merinding', 'naek', 'kapal']",merinding naek kapal,,Positif
Museum PLTD Apung,sudah pernah masuk tapi jujur dalamnya panas bnget hrusnya dikasih ac duduk atau alat pndingin lainya buat aku yg bukan asli dari aceh kulit terasa kebakar,,27/12/2024 16:54,11,TikTok,"['pernah', 'masuk', 'jujur', 'dalam', 'panas', 'bnget', 'hrusnya', 'kasih', 'ac', 'duduk', 'alat', 'pndingin', 'lai', 'buat', 'aku', 'yg', 'bukan', 'asli', 'aceh', 'kulit', 'asa', 'bakar']",pernah masuk jujur dalam panas bnget hrusnya kasih ac duduk alat pndingin lai buat aku yg bukan asli aceh kulit asa bakar,,Positif
Museum PLTD Apung,memang besar kuasan allah,,27/12/2024 21:09,1,TikTok,"['memang', 'besar', 'kuas', 'allah']",memang besar kuas allah,,Positif
Museum PLTD Apung,aku pernah ke sini terus pas naik aku merinding sama tiba tiba bawaanya sedih sama mau nangis dan gak nyaman bgt di dalem kapal jadi gak berani lama lama di atas,,28/12/2024 02:51,11,TikTok,"['aku', 'pernah', 'sini', 'terus', 'pas', 'naik', 'aku', 'merinding', 'sama', 'tiba', 'tiba', 'bawaanya', 'sedih', 'sama', 'mau', 'nang', 'gak', 'nyaman', 'bgt', 'dalem', 'kapal', 'jadi', 'gak', 'berani', 'lama', 'lama', 'atas']",aku pernah sini terus pas naik aku merinding sama tiba tiba bawaanya sedih sama mau nang gak nyaman bgt dalem kapal jadi gak berani lama lama atas,,Positif
Museum PLTD Apung,maha kuasa allah,,27/12/2024 16:15,0,TikTok,"['maha', 'kuasa', 'allah']",maha kuasa allah,,Positif
Museum PLTD Apung,jadiin duet,,15/11/2025 14:45,0,TikTok,"['jadiin', 'duet']",jadiin duet,,Positif
Museum PLTD Apung,udh masuk sya ke situ bayar masuk nya,,08/11/2025 21:01,0,TikTok,"['udh', 'masuk', 'sya', 'situ', 'bayar', 'masuk', 'nya']",udh masuk sya situ bayar masuk nya,,Positif
Museum PLTD Apung,sebelum ribuan,,27/12/2024 13:57,1,TikTok,['ribu'],ribu,,Positif
Museum PLTD Apung,kpn bisa k aceh,,29/12/2024 07:34,0,TikTok,"['kpn', 'k', 'aceh']",kpn k aceh,,Positif
Museum PLTD Apung,itu klw ngak salah masih ada mayat di bawah kapal nya,,29/12/2024 17:34,0,TikTok,"['klw', 'ngak', 'salah', 'mayat', 'bawah', 'kapal', 'nya']",klw ngak salah mayat bawah kapal nya,,Positif
Museum PLTD Apung,kebayang ada mayat gak di bawah kapal nya,,29/12/2024 16:11,0,TikTok,"['bayang', 'mayat', 'gak', 'bawah', 'kapal', 'nya']",bayang mayat gak bawah kapal nya,,Positif
Museum PLTD Apung,ip o,,06/01/2025 13:04,0,TikTok,"['ip', 'o']",ip o,,Positif
Museum PLTD Apung,mudah an tuhan mengijinkan aq bisa datang kesini,,30/12/2024 11:40,0,TikTok,"['mudah', 'an', 'tuhan', 'mengijinkan', 'aq', 'datang', 'kesini']",mudah an tuhan mengijinkan aq datang kesini,,Positif
Museum PLTD Apung,aku dari makassar tahun pernah ke sini sekeluarga ke kapal kayu yang diatas rumah juga kebayang gimana kuatnya gelombang tsunami,,29/12/2024 20:52,0,TikTok,"['aku', 'makassar', 'tahun', 'pernah', 'sini', 'keluarga', 'kapal', 'kayu', 'atas', 'rumah', 'bayang', 'gimana', 'kuat', 'gelombang', 'tsunami']",aku makassar tahun pernah sini keluarga kapal kayu atas rumah bayang gimana kuat gelombang tsunami,,Positif
Museum PLTD Apung,sy sdh lihat dan naik ke atas kapal nya,,06/02/2025 12:32,0,TikTok,"['sy', 'sdh', 'lihat', 'naik', 'atas', 'kapal', 'nya']",sy sdh lihat naik atas kapal nya,,Positif
Museum PLTD Apung,waktu kecil pernah kesini setahun setelah kejadian tsunami bau nya kenceng banget padahal dari dalem mobil dan kaca di tutup semua,,01/01/2025 13:07,0,TikTok,"['waktu', 'kecil', 'pernah', 'kesini', 'tahun', 'jadi', 'tsunami', 'bau', 'nya', 'kenceng', 'banget', 'padahal', 'dalem', 'mobil', 'kaca', 'tutup', 'semua']",waktu kecil pernah kesini tahun jadi tsunami bau nya kenceng banget padahal dalem mobil kaca tutup semua,,Positif
Museum PLTD Apung,kami pernah di situ,,27/05/2026 11:44,0,TikTok,"['pernah', 'situ']",pernah situ,,Positif
Museum PLTD Apung,udah aku masuk ke dalam kapal itu,,17/01/2025 11:06,0,TikTok,"['udah', 'aku', 'masuk', 'kapal']",udah aku masuk kapal,,Positif
Museum PLTD Apung,aku yakin di gwah kapal ini bner ak korban jwa yg tertidih,,30/12/2024 16:47,0,TikTok,"['aku', 'yakin', 'gwah', 'kapal', 'bner', 'ak', 'korban', 'jwa', 'yg', 'tertidih']",aku yakin gwah kapal bner ak korban jwa yg tertidih,,Positif
Museum PLTD Apung,alhamdulillah saya dari pasaman udah pernah kesini thn,,27/12/2024 16:22,0,TikTok,"['alhamdulillah', 'pasaman', 'udah', 'pernah', 'kesini', 'thn']",alhamdulillah pasaman udah pernah kesini thn,,Positif
Museum PLTD Apung,alhamdulillah saya dari bekasi saya sudah kesini naik dikapal ini,,27/12/2024 14:08,1,TikTok,"['alhamdulillah', 'bekas', 'kesini', 'naik', 'kapal']",alhamdulillah bekas kesini naik kapal,,Positif
Museum PLTD Apung,itu di punge blang banda aceh,,28/12/2024 11:27,1,TikTok,"['punge', 'blang', 'banda', 'aceh']",punge blang banda aceh,,Positif
Museum PLTD Apung,allahhuakbar,,27/12/2024 17:49,0,TikTok,['allahhuakbar'],allahhuakbar,,Positif
Museum PLTD Apung,dahsyat ny kuasa allah ap sih yg tdk bagi allah,,28/12/2024 21:23,0,TikTok,"['dahsyat', 'ny', 'kuasa', 'allah', 'ap', 'sih', 'yg', 'tdk', 'allah']",dahsyat ny kuasa allah ap sih yg tdk allah,,Positif
Museum PLTD Apung,orang yg ada di dalam kapal ini pd kemana pada saat kejadian,,28/12/2024 10:19,0,TikTok,"['orang', 'yg', 'kapal', 'pd', 'jadi']",orang yg kapal pd jadi,,Positif
Museum PLTD Apung,saya sudah sampai kedalam cuman tak sampai keatas nyesel tak sampai keatas semoga besok bisa kesana lagi,,29/12/2024 00:11,1,TikTok,"['dalam', 'cuman', 'tak', 'atas', 'nyesel', 'tak', 'atas', 'moga', 'besok', 'kesana']",dalam cuman tak atas nyesel tak atas moga besok kesana,,Positif
Museum PLTD Apung,aq gk tega naik kapal gk kebayang pasti ada mayat di bawah kapal itu,,28/12/2024 09:13,0,TikTok,"['aq', 'gk', 'tega', 'naik', 'kapal', 'gk', 'bayang', 'mayat', 'bawah', 'kapal']",aq gk tega naik kapal gk bayang mayat bawah kapal,,Positif
Museum PLTD Apung,allah maha berkuasa,,27/12/2024 20:08,0,TikTok,"['allah', 'maha', 'kuasa']",allah maha kuasa,,Positif
Museum PLTD Apung,terseret km bukan km,,27/12/2024 21:52,0,TikTok,"['seret', 'km', 'bukan', 'km']",seret km bukan km,,Positif
Museum PLTD Apung,dulu perna naik kapal ini saat main main ke aceh masyallah kebayang betapa besar dan tinggi nya kapa ini,,27/12/2024 22:01,0,TikTok,"['dulu', 'perna', 'naik', 'kapal', 'main', 'main', 'aceh', 'masyallah', 'bayang', 'betapa', 'besar', 'tinggi', 'nya', 'kapa']",dulu perna naik kapal main main aceh masyallah bayang betapa besar tinggi nya kapa,,Positif
Museum PLTD Apung,klou dulu kesana bisa sakit seperti kesurupan,,27/12/2024 20:16,0,TikTok,"['klou', 'dulu', 'kesana', 'sakit', 'surup']",klou dulu kesana sakit surup,,Positif
Museum PLTD Apung,aku udah pergi sayang banget,,17/05/2026 13:31,0,TikTok,"['aku', 'udah', 'pergi', 'sayang', 'banget']",aku udah pergi sayang banget,,Positif
Museum PLTD Apung,serius nanya pas kapal ini terdampar dlm nya ada manusia nya ga ya,,04/05/2026 11:54,0,TikTok,"['serius', 'nanya', 'pas', 'kapal', 'dampar', 'dlm', 'nya', 'manusia', 'nya', 'ga']",serius nanya pas kapal dampar dlm nya manusia nya ga,,Positif
Museum PLTD Apung,alhamdulillah saya sudah naik ke kapal ini,,28/12/2024 16:25,0,TikTok,"['alhamdulillah', 'naik', 'kapal']",alhamdulillah naik kapal,,Positif
Museum PLTD Apung,aku perna ke sama bg,,29/12/2024 01:00,0,TikTok,"['aku', 'perna', 'sama', 'bg']",aku perna sama bg,,Positif
Pantai Ulee Lheue,sticker,,22/02/2026 08:57,2,TikTok,['sticker'],sticker,,Positif
Pantai Ulee Lheue,kota kelahiran ku,,13/02/2026 15:47,2,TikTok,"['kota', 'lahir', 'ku']",kota lahir ku,,Positif
Pantai Ulee Lheue,masyaallah semua keren,,23/02/2026 22:41,2,TikTok,"['masyaallah', 'semua', 'keren']",masyaallah semua keren,,Positif
Pantai Ulee Lheue,cantik,,14/03/2026 00:31,3,TikTok,['cantik'],cantik,,Positif
Pantai Ulee Lheue,hnya ini pantai yg terletak di bnda aceh,,11/02/2026 11:09,8,TikTok,"['hnya', 'pantai', 'yg', 'letak', 'bnda', 'aceh']",hnya pantai yg letak bnda aceh,,Positif
Pantai Ulee Lheue,luarbiasa pemandangan,,12/02/2026 22:39,3,TikTok,"['luarbiasa', 'pandang']",luarbiasa pandang,,Positif
Pantai Ulee Lheue,bereh,,15/03/2026 14:10,2,TikTok,['bereh'],bereh,,Positif
Pantai Ulee Lheue,pantai yang indah,,18/02/2026 17:19,3,TikTok,"['pantai', 'indah']",pantai indah,,Positif
Pantai Ulee Lheue,nama tarmizi di aceh bismilahirahmanirah alham dulilah amin,,03/03/2026 11:41,3,TikTok,"['nama', 'tarmizi', 'aceh', 'bismilahirahmanirah', 'alham', 'duli', 'amin']",nama tarmizi aceh bismilahirahmanirah alham duli amin,,Positif
Pantai Ulee Lheue,mantepppppp,,22/02/2026 23:14,3,TikTok,['mantepppppp'],mantepppppp,,Positif
Pantai Ulee Lheue,indah nyaa,,24/02/2026 05:18,2,TikTok,"['indah', 'nyaa']",indah nyaa,,Positif
Pantai Ulee Lheue,keren,,06/03/2026 14:39,2,TikTok,['keren'],keren,,Positif
Pantai Ulee Lheue,masya allah cntik nya,,13/02/2026 08:15,2,TikTok,"['masya', 'allah', 'cntik', 'nya']",masya allah cntik nya,,Positif
Pantai Ulee Lheue,asalamualaikum keren,,17/03/2026 14:43,1,TikTok,"['asalamualaikum', 'keren']",asalamualaikum keren,,Positif
Pantai Ulee Lheue,dimna,,13/02/2026 01:03,2,TikTok,['dimna'],dimna,,Positif
Pantai Ulee Lheue,luas sekali pantainya,,28/04/2026 20:54,1,TikTok,"['luas', 'sekali', 'pantai']",luas sekali pantai,,Positif
Pantai Ulee Lheue,indahnya pantai ule le banda aceh,,27/03/2026 20:21,1,TikTok,"['indah', 'pantai', 'ule', 'le', 'banda', 'aceh']",indah pantai ule le banda aceh,,Positif
Pantai Ulee Lheue,asalamualaikum wow keren banget pemandangan nya mas di mana itu maaf mas,,16/02/2026 19:02,3,TikTok,"['asalamualaikum', 'wow', 'keren', 'banget', 'pandang', 'nya', 'mas', 'mana', 'maaf', 'mas']",asalamualaikum wow keren banget pandang nya mas mana maaf mas,,Positif
Pantai Ulee Lheue,pantai ini ada pemandian khusus anak anak kecil juga,,06/03/2026 20:43,2,TikTok,"['pantai', 'mandi', 'khusus', 'anak', 'anak', 'kecil']",pantai mandi khusus anak anak kecil,,Positif
Pantai Ulee Lheue,mantap dan keren pemandangannya,,13/02/2026 09:30,3,TikTok,"['mantap', 'keren', 'pandang']",mantap keren pandang,,Positif
Pantai Ulee Lheue,dulu sebelum tsunami kawasan ini sangat dalam air nya skrg malah sdh jd pantai,,27/02/2026 21:26,2,TikTok,"['dulu', 'tsunami', 'kawasan', 'sangat', 'air', 'nya', 'skrg', 'malah', 'sdh', 'jd', 'pantai']",dulu tsunami kawasan sangat air nya skrg malah sdh jd pantai,,Positif
Pantai Ulee Lheue,bahaya mandi di situ,,15/02/2026 19:21,2,TikTok,"['bahaya', 'mandi', 'situ']",bahaya mandi situ,,Positif
Pantai Ulee Lheue,wow indah nian,,18/03/2026 17:59,2,TikTok,"['wow', 'indah', 'nian']",wow indah nian,,Positif
Pantai Ulee Lheue,rindu mau kesana,,13/03/2026 09:21,2,TikTok,"['rindu', 'mau', 'kesana']",rindu mau kesana,,Positif
Pantai Ulee Lheue,cantik that pemandangan gk bosan memandang,,15/02/2026 00:04,2,TikTok,"['cantik', 'that', 'pandang', 'gk', 'bosan', 'pandang']",cantik that pandang gk bosan pandang,,Positif
Pantai Ulee Lheue,aamiin ya allah aaminn ya rabbal alamin bismillahirrahnirrahim alhamdulillah aaminn,,13/02/2026 13:56,2,TikTok,"['aamiin', 'allah', 'aaminn', 'rabbal', 'alamin', 'bismillahirrahnirrahim', 'alhamdulillah', 'aaminn']",aamiin allah aaminn rabbal alamin bismillahirrahnirrahim alhamdulillah aaminn,,Positif
Pantai Ulee Lheue,asalamualaikum terimakasih ya hadirnya selamat malem,,16/03/2026 20:00,1,TikTok,"['asalamualaikum', 'terimakasih', 'hadir', 'selamat', 'malem']",asalamualaikum terimakasih hadir selamat malem,,Positif
Pantai Ulee Lheue,oh di banda aceh tapi syg ya sangat jauh sekali ya cukup lihat di postingan ajah deh,,15/03/2026 15:30,1,TikTok,"['banda', 'aceh', 'syg', 'sangat', 'jauh', 'sekali', 'cukup', 'lihat', 'postingan', 'ajah', 'deh']",banda aceh syg sangat jauh sekali cukup lihat postingan ajah deh,,Positif
Pantai Ulee Lheue,diujung sana itulah spot mancing favoritku,,10/02/2026 21:08,2,TikTok,"['ujung', 'sana', 'spot', 'mancing', 'favorit']",ujung sana spot mancing favorit,,Positif
Pantai Ulee Lheue,ma syaa allah nangroe aceh darussalam memang sangat indah maha besar allah dengan segala ciptaan nya gak bosan walaupun berulang kali diputar,,17/02/2026 01:19,2,TikTok,"['ma', 'syaa', 'allah', 'nangroe', 'aceh', 'darussalam', 'memang', 'sangat', 'indah', 'maha', 'besar', 'allah', 'segala', 'cipta', 'nya', 'gak', 'bosan', 'walaupun', 'ulang', 'kali', 'putar']",ma syaa allah nangroe aceh darussalam memang sangat indah maha besar allah segala cipta nya gak bosan walaupun ulang kali putar,,Positif
Pantai Ulee Lheue,keren aceh q,,11/02/2026 10:01,2,TikTok,"['keren', 'aceh', 'q']",keren aceh q,,Positif
Pantai Ulee Lheue,tenang banget air nya ada buay gak ya,,12/02/2026 12:16,2,TikTok,"['tenang', 'banget', 'air', 'nya', 'buay', 'gak']",tenang banget air nya buay gak,,Positif
Pantai Ulee Lheue,ini diblakang rumah ku,,11/02/2026 14:28,3,TikTok,"['diblakang', 'rumah', 'ku']",diblakang rumah ku,,Positif
Pantai Ulee Lheue,tiap sore kesitu ngopi,,11/02/2026 07:28,3,TikTok,"['tiap', 'sore', 'kesitu', 'ngopi']",tiap sore kesitu ngopi,,Positif
Pantai Ulee Lheue,ini pantai yg sebelah mana ya soalnya kalo pantai yg biasa di datangin org kan udh dimakan laut,,15/02/2026 14:29,3,TikTok,"['pantai', 'yg', 'belah', 'mana', 'soal', 'kalo', 'pantai', 'yg', 'biasa', 'datangin', 'org', 'kan', 'udh', 'makan', 'laut']",pantai yg belah mana soal kalo pantai yg biasa datangin org kan udh makan laut,,Positif
Pantai Ulee Lheue,ka deu laot tanyo,,11/02/2026 13:58,2,TikTok,"['ka', 'deu', 'laot', 'tanyo']",ka deu laot tanyo,,Positif
Pantai Ulee Lheue,itu pantai pavoritku,,10/02/2026 21:33,2,TikTok,"['pantai', 'pavoritku']",pantai pavoritku,,Positif
Pantai Ulee Lheue,pengen mancing lg di situ seru mancing di situ,,13/02/2026 17:25,2,TikTok,"['ken', 'mancing', 'lg', 'situ', 'seru', 'mancing', 'situ']",ken mancing lg situ seru mancing situ,,Positif
Pantai Ulee Lheue,hampir tiap minggu jajan sambil nikmati sunset di sini videonya bagus bang semangat ya,,12/02/2026 12:51,2,TikTok,"['hampir', 'tiap', 'minggu', 'jajan', 'nikmat', 'sunset', 'sini', 'video', 'bagus', 'bang', 'semangat']",hampir tiap minggu jajan nikmat sunset sini video bagus bang semangat,,Positif
