title,text,stars,publishedAtDate,likesCount,platform,tokens,text_preprocessed,sentimen,prediksi_sentimen
Pantai Ulee Lheue,pantai ulee lheue indah dan nyama tuk berenang,,11/02/2026 20:23,1,TikTok,"['pantai', 'ulee', 'lheue', 'indah', 'nyama', 'tuk', 'renang']",pantai ulee lheue indah nyama tuk renang,,Positif
Pantai Ulee Lheue,wah,,11/02/2026 17:56,2,TikTok,['wah'],wah,,Positif
Pantai Ulee Lheue,baru tau loh pantainya gini kirain airnya full sampe pinggir,,12/02/2026 19:21,1,TikTok,"['baru', 'tau', 'loh', 'pantai', 'gin', 'kirain', 'air', 'full', 'sampe', 'pinggir']",baru tau loh pantai gin kirain air full sampe pinggir,,Positif
Pantai Ulee Lheue,di belakang mesjid ule lhee,,11/02/2026 23:49,2,TikTok,"['belakang', 'mesjid', 'ule', 'lhee']",belakang mesjid ule lhee,,Positif
Pantai Ulee Lheue,pantai y mematikan setiap thn dan setiap menjelang haji selalu memakan korban dipantai itu pantai ulele dibelakang mesjid sabtu lalu sudah merenggut nyawa lagi disana tahun lalu jg terjadi hal y sama thn beklakangnya ayah y meyelamatkan anaknya menjadi korba disana,,12/02/2026 23:37,3,TikTok,"['pantai', 'y', 'mati', 'thn', 'jelang', 'haji', 'selalu', 'makan', 'korban', 'pantai', 'pantai', 'ulele', 'belakang', 'mesjid', 'sabtu', 'lalu', 'renggut', 'nyawa', 'sana', 'tahun', 'lalu', 'jg', 'jadi', 'y', 'sama', 'thn', 'beklakangnya', 'ayah', 'y', 'meyelamatkan', 'anak', 'jadi', 'korba', 'sana']",pantai y mati thn jelang haji selalu makan korban pantai pantai ulele belakang mesjid sabtu lalu renggut nyawa sana tahun lalu jg jadi y sama thn beklakangnya ayah y meyelamatkan anak jadi korba sana,,Positif
Pantai Ulee Lheue,rindu y plang ke banda aceh pengen mandi berenang di pantai ulee lee,,11/02/2026 20:22,1,TikTok,"['rindu', 'y', 'plang', 'banda', 'aceh', 'ken', 'mandi', 'renang', 'pantai', 'ulee', 'lee']",rindu y plang banda aceh ken mandi renang pantai ulee lee,,Positif
Pantai Ulee Lheue,ok terimakasih,,16/03/2026 20:04,0,TikTok,['terimakasih'],terimakasih,,Positif
Pantai Ulee Lheue,iya sama,,17/03/2026 22:01,1,TikTok,"['iya', 'sama']",iya sama,,Positif
Pantai Ulee Lheue,kapan cari kepiting lagi men,,12/02/2026 08:29,1,TikTok,"['kapan', 'cari', 'kepiting', 'men']",kapan cari kepiting men,,Positif
Pantai Ulee Lheue,sini saya back semua affiliate tiktok amanah,,12/02/2026 12:12,1,TikTok,"['sini', 'back', 'semua', 'affiliate', 'tiktok', 'amanah']",sini back semua affiliate tiktok amanah,,Positif
Pantai Ulee Lheue,hana that pah aduen euk lantaran tengoh surot ie laot musik cukop pah,,11/02/2026 08:33,1,TikTok,"['hana', 'that', 'pah', 'aduen', 'euk', 'lantar', 'tengoh', 'surot', 'ie', 'laot', 'musik', 'cukop', 'pah']",hana that pah aduen euk lantar tengoh surot ie laot musik cukop pah,,Positif
Pantai Lampuuk,doakan sy bisa dtg aceh tahun dpn yaa salam dr malaysia,,22/07/2025 06:57,90,TikTok,"['doa', 'sy', 'dtg', 'aceh', 'tahun', 'dpn', 'yaa', 'salam', 'dr', 'malaysia']",doa sy dtg aceh tahun dpn yaa salam dr malaysia,,Positif
Pantai Lampuuk,tolak batalion mereka menghina kedaulatan bangsa aceh,,21/07/2025 04:17,165,TikTok,"['tolak', 'batalion', 'hina', 'daulat', 'bangsa', 'aceh']",tolak batalion hina daulat bangsa aceh,,Positif
Pantai Lampuuk,lebih pas lagi kalo ditanam pohon kelapa yg banyak,,20/07/2025 08:26,749,TikTok,"['lebih', 'pas', 'kalo', 'tanam', 'pohon', 'kelapa', 'yg', 'banyak']",lebih pas kalo tanam pohon kelapa yg banyak,,Positif
Pantai Lampuuk,vibes brazil,,20/07/2025 13:51,83,TikTok,"['vibes', 'brazil']",vibes brazil,,Positif
Pantai Lampuuk,aceh serpihan syurga masyaallah keren,,20/07/2025 21:41,9,TikTok,"['aceh', 'serpih', 'syurga', 'masyaallah', 'keren']",aceh serpih syurga masyaallah keren,,Positif
Pantai Lampuuk,cakep memang tapi gak tahan panasnya pas kesitu,,23/07/2025 19:42,24,TikTok,"['cakep', 'memang', 'gak', 'tahan', 'panas', 'pas', 'kesitu']",cakep memang gak tahan panas pas kesitu,,Positif
Pantai Lampuuk,qadaruulah thl bulan kemarin adik sya tggelam di pntai tebing lampuuk di tmukan stlah hari di pulau aceh sudah mninggal dunia,,24/07/2025 12:02,12,TikTok,"['qadaruulah', 'thl', 'bulan', 'kemarin', 'adik', 'sya', 'tggelam', 'pntai', 'tebing', 'lampuuk', 'tmukan', 'stlah', 'hari', 'pulau', 'aceh', 'mninggal', 'dunia']",qadaruulah thl bulan kemarin adik sya tggelam pntai tebing lampuuk tmukan stlah hari pulau aceh mninggal dunia,,Positif
Pantai Lampuuk,seandainya tiket pesawat terjangkau ke aceh kita bisa mengalahkan bali,,20/07/2025 17:06,441,TikTok,"['anda', 'tiket', 'pesawat', 'jangkau', 'aceh', 'kalah', 'bal']",anda tiket pesawat jangkau aceh kalah bal,,Positif
Pantai Lampuuk,oh ternyata aceh cantik yaa,,23/08/2025 13:10,10,TikTok,"['nyata', 'aceh', 'cantik', 'yaa']",nyata aceh cantik yaa,,Positif
Pantai Lampuuk,sayang nya menu selalu mie kuah mencret,,29/08/2025 10:51,26,TikTok,"['sayang', 'nya', 'menu', 'selalu', 'mie', 'kuah', 'mencret']",sayang nya menu selalu mie kuah mencret,,Positif
Pantai Lampuuk,indah pemandangan wisata pantai tebing lampuuk aceh,,28/08/2025 07:40,10,TikTok,"['indah', 'pandang', 'wisata', 'pantai', 'tebing', 'lampuuk', 'aceh']",indah pandang wisata pantai tebing lampuuk aceh,,Positif
Pantai Lampuuk,makin cantik aja nih pantai tebing nya,,20/07/2025 07:34,10,TikTok,"['makin', 'cantik', 'aja', 'nih', 'pantai', 'tebing', 'nya']",makin cantik aja nih pantai tebing nya,,Positif
Pantai Lampuuk,sblum nikah sllu d ajak ke sini katanya sangat indah stlah nikah ga d bwa lgi katanya udh cpek k sana trus,,21/07/2025 11:34,8,TikTok,"['sblum', 'nikah', 'sllu', 'd', 'ajak', 'sini', 'kata', 'sangat', 'indah', 'stlah', 'nikah', 'ga', 'd', 'bwa', 'lgi', 'kata', 'udh', 'cpek', 'k', 'sana', 'trus']",sblum nikah sllu d ajak sini kata sangat indah stlah nikah ga d bwa lgi kata udh cpek k sana trus,,Positif
Pantai Lampuuk,harga tiket pesawatnya dari ntt g ngotak jirr nembus jt,,25/07/2025 05:35,5,TikTok,"['harga', 'tiket', 'pesawat', 'ntt', 'g', 'ngotak', 'jirr', 'nembus', 'jt']",harga tiket pesawat ntt g ngotak jirr nembus jt,,Positif
Pantai Lampuuk,hawaii nya banda,,20/07/2025 18:05,16,TikTok,"['hawaii', 'nya', 'banda']",hawaii nya banda,,Positif
Pantai Lampuuk,thn pernah kesini air lautnya jernih pengen datang lagi,,20/07/2025 15:14,37,TikTok,"['thn', 'pernah', 'kesini', 'air', 'laut', 'jernih', 'ken', 'datang']",thn pernah kesini air laut jernih ken datang,,Positif
Pantai Lampuuk,beda dengan dibali bnyk yg berjemur di aceh pantai natural tanpa maksiat sayangnya di aceh gk ada bioskop,,23/07/2025 07:37,11,TikTok,"['beda', 'bal', 'bnyk', 'yg', 'jemur', 'aceh', 'pantai', 'natural', 'maksiat', 'sayang', 'aceh', 'gk', 'bioskop']",beda bal bnyk yg jemur aceh pantai natural maksiat sayang aceh gk bioskop,,Positif
Pantai Lampuuk,masalahnya aceh mengaitkan pariwisata alam dengan agama sehingga susah laku di jual masa harus pakai jilbab padahal pantai gunung adalah aktivitas yang memerlukan baju simpel bukan ribet,,27/07/2025 09:49,9,TikTok,"['masalah', 'aceh', 'kait', 'pariwisata', 'alam', 'agama', 'susah', 'laku', 'jual', 'masa', 'pakai', 'jilbab', 'padahal', 'pantai', 'gunung', 'aktivitas', 'perlu', 'baju', 'simpel', 'bukan', 'ribet']",masalah aceh kait pariwisata alam agama susah laku jual masa pakai jilbab padahal pantai gunung aktivitas perlu baju simpel bukan ribet,,Positif
Pantai Lampuuk,andai ada bunga di kelilingi nya pantai itu tmbah cantik,,20/07/2025 18:04,6,TikTok,"['andai', 'bunga', 'keliling', 'nya', 'pantai', 'tmbah', 'cantik']",andai bunga keliling nya pantai tmbah cantik,,Positif
Pantai Lampuuk,alhamdulillah orang kaltim bisa berkunjung ke lampuuk mantab pantainya,,26/08/2025 16:23,5,TikTok,"['alhamdulillah', 'orang', 'kaltim', 'kunjung', 'lampuuk', 'mantab', 'pantai']",alhamdulillah orang kaltim kunjung lampuuk mantab pantai,,Positif
Pantai Lampuuk,jadi pengen ke aceh salam dari pidie,,21/07/2025 23:00,7,TikTok,"['jadi', 'ken', 'aceh', 'salam', 'pidie']",jadi ken aceh salam pidie,,Positif
Pantai Lampuuk,aceh itu sepnjang jalannya laut semua dan indah banget sebnrnya bali kalah tapi krn berbenturan dengan aturan agama jadi mungkin orng yg mau kebenasan berlibur gak bisa,,22/07/2025 07:20,5,TikTok,"['aceh', 'sepnjang', 'jalan', 'laut', 'semua', 'indah', 'banget', 'sebnrnya', 'bal', 'kalah', 'krn', 'bentur', 'atur', 'agama', 'jadi', 'mungkin', 'orng', 'yg', 'mau', 'kebenasan', 'libur', 'gak']",aceh sepnjang jalan laut semua indah banget sebnrnya bal kalah krn bentur atur agama jadi mungkin orng yg mau kebenasan libur gak,,Positif
Pantai Lampuuk,pernah kesana bang,,13/05/2026 12:00,0,TikTok,"['pernah', 'kesana', 'bang']",pernah kesana bang,,Positif
Pantai Lampuuk,izin share kaka,,21/04/2026 21:20,0,TikTok,"['izin', 'share', 'kaka']",izin share kaka,,Positif
Pantai Lampuuk,apa nama tempat nya,,24/03/2026 15:16,0,TikTok,"['apa', 'nama', 'tempat', 'nya']",apa nama tempat nya,,Positif
Pantai Lampuuk,adakah penginapan nya dekat situ,,07/04/2026 15:16,0,TikTok,"['ada', 'inap', 'nya', 'dekat', 'situ']",ada inap nya dekat situ,,Positif
Pantai Lampuuk,kangeeen lampuuk,,03/04/2026 00:34,1,TikTok,"['kangeeen', 'lampuuk']",kangeeen lampuuk,,Positif
Pantai Lampuuk,kok ga ada yang mainan air,,06/05/2026 20:15,0,TikTok,"['kok', 'ga', 'main', 'air']",kok ga main air,,Positif
Pantai Lampuuk,emang gaboleh pake celana pendek ya kk,,22/03/2026 19:32,0,TikTok,"['emang', 'gaboleh', 'pake', 'celana', 'pendek', 'kk']",emang gaboleh pake celana pendek kk,,Positif
Pantai Lampuuk,bukannya hari ini hujan dan angin ya,,20/07/2025 18:56,0,TikTok,"['bukan', 'hari', 'hujan', 'angin']",bukan hari hujan angin,,Positif
Pantai Lampuuk,mau tanya kalau ke aceh laki harus pake calana panjang kah meski non muslim,,22/07/2025 16:01,3,TikTok,"['mau', 'tanya', 'kalau', 'aceh', 'laki', 'pake', 'calana', 'panjang', 'meski', 'non', 'muslim']",mau tanya kalau aceh laki pake calana panjang meski non muslim,,Positif
Pantai Lampuuk,belum punya paspor dan masih iqra takut di cambuk,,22/07/2025 17:15,1,TikTok,"['punya', 'paspor', 'iqra', 'takut', 'cambuk']",punya paspor iqra takut cambuk,,Positif
Pantai Lampuuk,klo ke sana kondisi jalannya gimana ya kak klo kesana sore aman ga pulangnya,,27/08/2025 17:08,0,TikTok,"['klo', 'sana', 'kondisi', 'jalan', 'gimana', 'kak', 'klo', 'kesana', 'sore', 'aman', 'ga', 'pulang']",klo sana kondisi jalan gimana kak klo kesana sore aman ga pulang,,Positif
Pantai Lampuuk,keren,,17/08/2025 18:50,1,TikTok,['keren'],keren,,Positif
Pantai Lampuuk,aceh the best,,09/08/2025 03:50,4,TikTok,"['aceh', 'the', 'best']",aceh the best,,Positif
Pantai Lampuuk,keren,,17/08/2025 18:10,1,TikTok,['keren'],keren,,Positif
Pantai Lampuuk,wow it s so beautiful,,20/08/2025 23:27,1,TikTok,"['wow', 'it', 's', 'so', 'beautiful']",wow it s so beautiful,,Positif
Pantai Lampuuk,wah sangat indih pantai lampu uk banda aceh ya,,20/07/2025 11:43,2,TikTok,"['wah', 'sangat', 'indih', 'pantai', 'lampu', 'uk', 'banda', 'aceh']",wah sangat indih pantai lampu uk banda aceh,,Positif
Pantai Lampuuk,masyaallah rindu nya kali terakhir dtg thn,,21/07/2025 12:44,1,TikTok,"['masyaallah', 'rindu', 'nya', 'kali', 'akhir', 'dtg', 'thn']",masyaallah rindu nya kali akhir dtg thn,,Positif
Pantai Lampuuk,aku pernah kesitu itu namanya pantai tebing lampuuk kan aku pernah pergi kak foto,,17/02/2026 11:51,2,TikTok,"['aku', 'pernah', 'kesitu', 'nama', 'pantai', 'tebing', 'lampuuk', 'kan', 'aku', 'pernah', 'pergi', 'kak', 'foto']",aku pernah kesitu nama pantai tebing lampuuk kan aku pernah pergi kak foto,,Positif
Pantai Lampuuk,sdh nyampe disana,,22/07/2025 20:27,1,TikTok,"['sdh', 'nyampe', 'sana']",sdh nyampe sana,,Positif
Pantai Lampuuk,terakhir sblm tsunami kpantai ini,,20/07/2025 23:32,0,TikTok,"['akhir', 'sblm', 'tsunami', 'kpantai']",akhir sblm tsunami kpantai,,Positif
Pantai Lampuuk,duduk di situ mesti pesen makan kk atau ada bayar pertama masuknya,,21/07/2025 13:15,1,TikTok,"['duduk', 'situ', 'mesti', 'sen', 'makan', 'kk', 'bayar', 'pertama', 'masuk']",duduk situ mesti sen makan kk bayar pertama masuk,,Positif
Pantai Lampuuk,ooo haye that,,23/07/2025 19:28,2,TikTok,"['ooo', 'haye', 'that']",ooo haye that,,Positif
Pantai Lampuuk,rancak bana,,30/07/2025 20:26,1,TikTok,"['rancak', 'bana']",rancak bana,,Positif
Pantai Lampuuk,beautifull beach,,22/07/2025 12:01,2,TikTok,"['beautifull', 'beach']",beautifull beach,,Positif
Pantai Lampuuk,weee udah ramee aja,,20/07/2025 15:59,1,TikTok,"['weee', 'udah', 'ramee', 'aja']",weee udah ramee aja,,Positif
Pantai Lampuuk,so beautiful views indonesia i love,,02/10/2025 19:29,1,TikTok,"['so', 'beautiful', 'views', 'indonesia', 'i', 'love']",so beautiful views indonesia i love,,Positif
Pantai Lampuuk,indah sekalii aceh,,20/07/2025 06:33,4,TikTok,"['indah', 'sekali', 'aceh']",indah sekali aceh,,Positif
Pantai Lampuuk,kalau waze ke sini nak type apa ye pantai tebing lampuuk,,11/09/2025 00:18,1,TikTok,"['kalau', 'waze', 'sini', 'nak', 'type', 'apa', 'ye', 'pantai', 'tebing', 'lampuuk']",kalau waze sini nak type apa ye pantai tebing lampuuk,,Positif
Pantai Lampuuk,jauh tak dari airport acheh,,06/10/2025 12:01,0,TikTok,"['jauh', 'tak', 'airport', 'acheh']",jauh tak airport acheh,,Positif
Pantai Lampuuk,entah kpn lah bisa ke sanaaa,,20/07/2025 14:33,1,TikTok,"['entah', 'kpn', 'lah', 'sanaaa']",entah kpn lah sanaaa,,Positif
Pantai Lampuuk,jam yg lalau pernah kesini pengen pergi lagi,,20/07/2025 15:17,2,TikTok,"['jam', 'yg', 'lalau', 'pernah', 'kesini', 'ken', 'pergi']",jam yg lalau pernah kesini ken pergi,,Positif
Pantai Lampuuk,hemm mau kesini lagiii,,20/07/2025 20:41,1,TikTok,"['hemm', 'mau', 'kesini', 'lagiii']",hemm mau kesini lagiii,,Positif
Pantai Lampuuk,lah ke pantai cari dingin,,21/07/2025 01:57,0,TikTok,"['lah', 'pantai', 'cari', 'dingin']",lah pantai cari dingin,,Positif
Pantai Lampuuk,masyaallah pesona pantai lampu uk ga pernah sirna dia ttp indah bahkan semakin indah rumah ku dulu di dekat pantai ini di gampong mon ikeun,,24/07/2025 18:02,2,TikTok,"['masyaallah', 'pesona', 'pantai', 'lampu', 'uk', 'ga', 'pernah', 'sirna', 'ttp', 'indah', 'bahkan', 'makin', 'indah', 'rumah', 'ku', 'dulu', 'dekat', 'pantai', 'gampong', 'mon', 'ikeun']",masyaallah pesona pantai lampu uk ga pernah sirna ttp indah bahkan makin indah rumah ku dulu dekat pantai gampong mon ikeun,,Positif
Pantai Lampuuk,sebagus ni,,25/08/2025 23:09,2,TikTok,"['bagus', 'ni']",bagus ni,,Positif
Pantai Lampuuk,sini ku back semua amanah,,06/08/2025 19:33,2,TikTok,"['sini', 'ku', 'back', 'semua', 'amanah']",sini ku back semua amanah,,Positif
Pantai Lampuuk,sunset nya indah banget disini,,20/07/2025 23:55,4,TikTok,"['sunset', 'nya', 'indah', 'banget', 'sini']",sunset nya indah banget sini,,Positif
Pantai Lampuuk,jdi pengen ke aceh tpi blm ada dananya,,21/07/2025 19:20,4,TikTok,"['jdi', 'ken', 'aceh', 'tpi', 'blm', 'dana']",jdi ken aceh tpi blm dana,,Positif
Pantai Lampuuk,rindu sekali sma tempat ini,,20/07/2025 22:59,4,TikTok,"['rindu', 'sekali', 'sma', 'tempat']",rindu sekali sma tempat,,Positif
Pantai Lampuuk,bagussss,,05/01/2026 12:37,1,TikTok,['bagussss'],bagussss,,Positif
Pantai Lampuuk,saya ingin sekali datang ke aceh soalnya di aceh indah banget tapi belum kesampaian salam kenal dari gampong meulum,,22/07/2025 15:05,3,TikTok,"['sekali', 'datang', 'aceh', 'soal', 'aceh', 'indah', 'banget', 'sampai', 'salam', 'kenal', 'gampong', 'meulum']",sekali datang aceh soal aceh indah banget sampai salam kenal gampong meulum,,Positif
Pantai Lampuuk,indahhh,,11/01/2026 21:42,1,TikTok,['indahhh'],indahhh,,Positif
Pantai Lampuuk,pantai dan laut nya sangat indah ku sdh kesana,,20/07/2025 21:40,3,TikTok,"['pantai', 'laut', 'nya', 'sangat', 'indah', 'ku', 'sdh', 'kesana']",pantai laut nya sangat indah ku sdh kesana,,Positif
Pantai Lampuuk,mauuuuuuuihhh,,24/12/2025 20:49,0,TikTok,['mauuuuuuuihhh'],mauuuuuuuihhh,,Positif
Pantai Lampuuk,pantai aceh emg seindah itu,,22/07/2025 18:39,2,TikTok,"['pantai', 'aceh', 'emg', 'indah']",pantai aceh emg indah,,Positif
Pantai Lampuuk,nostalgia tempat kami latihan rock climbing pada masa pada tahun uda pada punya cucu sekarang,,29/09/2025 22:44,2,TikTok,"['nostalgia', 'tempat', 'latih', 'rock', 'climbing', 'masa', 'tahun', 'uda', 'punya', 'cucu', 'sekarang']",nostalgia tempat latih rock climbing masa tahun uda punya cucu sekarang,,Positif
Pantai Lampuuk,indah banget,,20/07/2025 18:19,3,TikTok,"['indah', 'banget']",indah banget,,Positif
Pantai Lampuuk,jarak dari kota banda aceh jauh gak kk ke pantai ini,,17/11/2025 12:02,1,TikTok,"['jarak', 'kota', 'banda', 'aceh', 'jauh', 'gak', 'kk', 'pantai']",jarak kota banda aceh jauh gak kk pantai,,Positif
Pantai Lampuuk,wow da pernah kemari yg masuk lokasi hanya rp sama sepeda motor pantai tebing lampuuk yg mempesona dari saya asal tg tiram batubara sumut,,26/08/2025 08:40,2,TikTok,"['wow', 'da', 'pernah', 'kemari', 'yg', 'masuk', 'lokasi', 'rp', 'sama', 'sepeda', 'motor', 'pantai', 'tebing', 'lampuuk', 'yg', 'pesona', 'asal', 'tg', 'tiram', 'batubara', 'sumut']",wow da pernah kemari yg masuk lokasi rp sama sepeda motor pantai tebing lampuuk yg pesona asal tg tiram batubara sumut,,Positif
Pantai Lampuuk,tiba kangen pengn kesiniii dulu pas masi stay dibanda kalo lagi stress ngerjain skripsi pasti tmpat yg aku singgah tu ketebibg siniii arghhhhhhhh kangen suasananyaaaaaa khaaaaaan,,26/08/2025 17:23,2,TikTok,"['tiba', 'kangen', 'pengn', 'kesiniii', 'dulu', 'pas', 'mas', 'stay', 'banda', 'kalo', 'stress', 'ngerjain', 'skripsi', 'tmpat', 'yg', 'aku', 'singgah', 'tu', 'ketebibg', 'siniii', 'arghhhhhhhh', 'kangen', 'suasananyaaaaaa', 'khaaaaaan']",tiba kangen pengn kesiniii dulu pas mas stay banda kalo stress ngerjain skripsi tmpat yg aku singgah tu ketebibg siniii arghhhhhhhh kangen suasananyaaaaaa khaaaaaan,,Positif
Pantai Lampuuk,pantai tebing memang keren saya baru dari sana gak bosan liat pemandangan yg indah,,20/07/2025 21:08,3,TikTok,"['pantai', 'tebing', 'memang', 'keren', 'baru', 'sana', 'gak', 'bosan', 'liat', 'pandang', 'yg', 'indah']",pantai tebing memang keren baru sana gak bosan liat pandang yg indah,,Positif
Pantai Lampuuk,kak boleh spil nama cafe nya ngk,,27/12/2025 20:05,0,TikTok,"['kak', 'spil', 'nama', 'cafe', 'nya', 'ngk']",kak spil nama cafe nya ngk,,Positif
Pantai Lampuuk,walaupun suhunya mencapai derajat tapi tetep rame ya di laut wkwk emng secakep ituuuu,,21/07/2025 22:05,2,TikTok,"['walaupun', 'suhu', 'capai', 'derajat', 'tetep', 'rame', 'laut', 'wkwk', 'emng', 'cakep', 'ituuuu']",walaupun suhu capai derajat tetep rame laut wkwk emng cakep ituuuu,,Positif
Pantai Lampuuk,waw,,22/08/2025 09:06,1,TikTok,['waw'],waw,,Positif
Pantai Lampuuk,mama gua di aceh gua stay jkt wkwkw btw gw cowo,,29/10/2025 21:37,1,TikTok,"['mama', 'gua', 'aceh', 'gua', 'stay', 'jkt', 'wkwkw', 'btw', 'gw', 'cowo']",mama gua aceh gua stay jkt wkwkw btw gw cowo,,Positif
Pantai Lampuuk,brp uang masuk kk,,09/11/2025 23:57,1,TikTok,"['brp', 'uang', 'masuk', 'kk']",brp uang masuk kk,,Positif
Pantai Lampuuk,bereh,,30/08/2025 18:04,1,TikTok,['bereh'],bereh,,Positif
Pantai Lampuuk,izin vt,,12/08/2025 21:01,0,TikTok,"['izin', 'vt']",izin vt,,Positif
Pantai Lampuuk,indah sekali,,16/08/2025 06:51,2,TikTok,"['indah', 'sekali']",indah sekali,,Positif
Pantai Lampuuk,izin save vt nya kak untuk story,,27/07/2025 14:54,0,TikTok,"['izin', 'save', 'vt', 'nya', 'kak', 'story']",izin save vt nya kak story,,Positif
Pantai Lampuuk,seafood nya enak kali,,27/07/2025 10:26,2,TikTok,"['seafood', 'nya', 'enak', 'kali']",seafood nya enak kali,,Positif
Pantai Lampuuk,indah banget,,06/10/2025 22:12,1,TikTok,"['indah', 'banget']",indah banget,,Positif
Pantai Lampuuk,indah,,12/09/2025 12:53,1,TikTok,['indah'],indah,,Positif
Pantai Lampuuk,eh gua pengen banget ke aceh ampun,,12/08/2025 17:01,1,TikTok,"['eh', 'gua', 'ken', 'banget', 'aceh', 'ampun']",eh gua ken banget aceh ampun,,Positif
Pantai Lampuuk,gapernah bosen kesini,,16/08/2025 16:59,1,TikTok,"['gapernah', 'bosen', 'kesini']",gapernah bosen kesini,,Positif
Pantai Lampuuk,indah banget,,07/10/2025 18:44,2,TikTok,"['indah', 'banget']",indah banget,,Positif
Pantai Lampuuk,alhamdulilah dh prnh kesini,,01/10/2025 21:02,1,TikTok,"['alhamdulilah', 'dh', 'prnh', 'kesini']",alhamdulilah dh prnh kesini,,Positif
Pantai Lampuuk,indahkan tempat wisata aceh tunggu apa lagi yok gass ke aceh wisata paling alami seindonesia,,09/10/2025 20:11,1,TikTok,"['indah', 'tempat', 'wisata', 'aceh', 'tunggu', 'apa', 'yok', 'gass', 'aceh', 'wisata', 'paling', 'alami', 'indonesia']",indah tempat wisata aceh tunggu apa yok gass aceh wisata paling alami indonesia,,Positif
Pantai Lampuuk,kalau kalian butuh temen tour guide yang nonmuslim buat jalan ke aceh khususnya banda aceh sabang bisa hubungi aku yaa,,15/10/2025 00:10,1,TikTok,"['kalau', 'kalian', 'butuh', 'temen', 'tour', 'guide', 'nonmuslim', 'buat', 'jalan', 'aceh', 'khusus', 'banda', 'aceh', 'sabang', 'hubung', 'aku', 'yaa']",kalau kalian butuh temen tour guide nonmuslim buat jalan aceh khusus banda aceh sabang hubung aku yaa,,Positif
Pantai Lampuuk,jauh lebih seru aceh ketimbang bali yg udah sumpek,,28/09/2025 20:40,1,TikTok,"['jauh', 'lebih', 'seru', 'aceh', 'ketimbang', 'bal', 'yg', 'udah', 'sumpek']",jauh lebih seru aceh ketimbang bal yg udah sumpek,,Positif
Pantai Lampuuk,sini aku back semua affiliate,,20/07/2025 23:13,0,TikTok,"['sini', 'aku', 'back', 'semua', 'affiliate']",sini aku back semua affiliate,,Positif
Pantai Lampuuk,ehh udah ada tempat duduk yaaa,,22/07/2025 19:13,1,TikTok,"['ehh', 'udah', 'tempat', 'duduk', 'yaaa']",ehh udah tempat duduk yaaa,,Positif
Pantai Lampuuk,cantik nya nak,,16/09/2025 21:39,1,TikTok,"['cantik', 'nya', 'nak']",cantik nya nak,,Positif
Pantai Lampuuk,sungguh indah pantai aceh,,28/07/2025 12:00,1,TikTok,"['sungguh', 'indah', 'pantai', 'aceh']",sungguh indah pantai aceh,,Positif
Pantai Lampuuk,indah sekali,,02/10/2025 13:31,1,TikTok,"['indah', 'sekali']",indah sekali,,Positif
Pantai Lampuuk,udah tahun gk ke lampuuk,,20/07/2025 20:42,2,TikTok,"['udah', 'tahun', 'gk', 'lampuuk']",udah tahun gk lampuuk,,Positif
Pantai Lampuuk,indah aceh lon,,01/10/2025 22:52,1,TikTok,"['indah', 'aceh', 'lon']",indah aceh lon,,Positif
